SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
135,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-04-2022 08:30,12.8
136,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-04-2022 08:30,35.2
137,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-04-2022 08:30,156.2
138,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,05-04-2022 08:30,58.6
139,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,06-04-2022 08:30,0.4
140,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-04-2022 08:30,44
141,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,08-04-2022 08:30,20
142,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,09-04-2022 08:30,7
143,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,10-04-2022 08:30,15.6
144,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,11-04-2022 08:30,56.4
145,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,12-04-2022 08:30,2
146,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,13-04-2022 08:30,9.6
147,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-04-2022 08:30,17.6
148,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,15-04-2022 08:30,64.4
149,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,16-04-2022 08:30,35.4
150,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,17-04-2022 08:30,12.8
151,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,18-04-2022 08:30,6.4
152,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,20-04-2022 08:30,7
153,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,23-04-2022 08:30,12.2
154,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,24-04-2022 08:30,2.8
155,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,26-04-2022 08:30,12.4
156,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,27-04-2022 08:30,16.6
157,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-05-2022 08:30,1
158,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-05-2022 08:30,0.6
159,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-05-2022 17:30,5
160,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-05-2022 08:30,5
161,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-05-2022 08:30,25.2
162,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-05-2022 17:30,7.4
163,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,08-05-2022 08:30,7.4
164,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,09-05-2022 17:30,3
165,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,10-05-2022 08:30,16.8
166,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,11-05-2022 08:30,3
167,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,12-05-2022 08:30,1.4
168,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,13-05-2022 08:30,86.2
169,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,13-05-2022 17:30,16.4
170,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-05-2022 08:30,35.6
171,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-05-2022 17:30,4.6
172,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,15-05-2022 08:30,94.8
173,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,15-05-2022 17:30,19.4
174,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,16-05-2022 08:30,90.2
175,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,17-05-2022 08:30,104.6
176,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,18-05-2022 08:30,40.6
177,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,19-05-2022 08:30,5.8
178,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,20-05-2022 08:30,43.6
179,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,21-05-2022 08:30,39
180,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,22-05-2022 08:30,13.4
181,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,23-05-2022 08:30,0.6
182,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,26-05-2022 08:30,57.8
183,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,27-05-2022 08:30,4.8
184,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-05-2022 08:30,9
185,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-06-2022 08:30,4.2
186,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-06-2022 08:30,4.2
187,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-06-2022 08:30,5.6
188,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,05-06-2022 08:30,20
189,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,06-06-2022 08:30,3
190,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-06-2022 08:30,9.4
191,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,08-06-2022 08:30,3
192,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,09-06-2022 08:30,118
193,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,10-06-2022 08:30,1
194,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,11-06-2022 08:30,3.6
195,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,12-06-2022 08:30,172.2
196,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,13-06-2022 08:30,12.2
197,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-06-2022 08:30,150.4
198,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,15-06-2022 08:30,249.8
199,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,16-06-2022 08:30,269.4
200,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,17-06-2022 08:30,117
201,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,18-06-2022 08:30,1.4
202,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,19-06-2022 08:30,78.4
203,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,20-06-2022 08:30,41.6
204,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,21-06-2022 08:30,3.2
205,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,22-06-2022 08:30,2.6
206,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,26-06-2022 08:30,1.4
207,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,27-06-2022 08:30,5
208,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,28-06-2022 08:30,91.6
209,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,29-06-2022 08:30,91.4
210,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,30-06-2022 08:30,21.4
211,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-07-2022 08:30,33.2
212,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-07-2022 08:30,1
213,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,09-07-2022 08:30,8.4
214,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,19-07-2022 08:30,31.4
215,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,20-07-2022 08:30,16.2
216,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,21-07-2022 08:30,56.2
217,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,22-07-2022 08:30,4.6
218,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,23-07-2022 08:30,5.8
219,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,24-07-2022 08:30,15.4
220,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,25-07-2022 08:30,5.2
221,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,26-07-2022 08:30,5.8
222,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,28-07-2022 08:30,7.4
223,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,29-07-2022 08:30,13.8
224,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,30-07-2022 08:30,42.4
225,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-07-2022 08:30,51.8
226,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-08-2022 08:30,119.8
227,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-08-2022 08:30,14.4
228,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-08-2022 08:30,58.6
229,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,05-08-2022 08:30,8.8
230,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,06-08-2022 08:30,20
231,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-08-2022 08:30,41
232,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,08-08-2022 08:30,45
233,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,11-08-2022 08:30,2
234,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-08-2022 08:30,23.6
235,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,17-08-2022 08:30,3.8
236,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,23-08-2022 14:30,8.6
237,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,24-08-2022 08:30,16.8
238,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,30-08-2022 08:30,10.2
239,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,30-08-2022 11:30,15.2
240,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,30-08-2022 14:30,6.2
241,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-08-2022 02:30,8.6
242,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-08-2022 05:30,16.2
243,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-08-2022 08:30,10.6
244,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-08-2022 11:30,2.4
245,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,31-08-2022 14:30,4
246,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-09-2022 05:30,6.2
247,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-09-2022 08:30,14
248,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-09-2022 11:30,51.2
249,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,01-09-2022 14:30,2.6
250,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-09-2022 08:30,55.6
251,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,02-09-2022 14:30,1
252,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-09-2022 08:30,41.6
253,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-09-2022 11:30,3
254,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-09-2022 14:30,2.8
255,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-09-2022 17:30,7.2
256,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-09-2022 02:30,4.6
257,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-09-2022 05:30,6.2
258,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-09-2022 23:30,4.2
259,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,05-09-2022 08:30,26.8
260,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,06-09-2022 08:30,14.2
261,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,08-09-2022 08:30,8.6
262,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,12-09-2022 08:30,6.8
263,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,13-09-2022 08:30,1
264,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,14-09-2022 08:30,4.2
265,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,17-09-2022 08:30,6.8
266,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,20-09-2022 08:30,1.4
267,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,23-09-2022 08:30,3.4
268,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,24-09-2022 08:30,15.8
269,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,25-09-2022 08:30,10.6
270,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,03-10-2022 08:30,9.4
271,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,04-10-2022 08:30,3.8
272,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,06-10-2022 08:30,4
273,AIE NH XING,CWC,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,Brahmaputra,Brahmaputra,Manas,Aie,-,Aie,26.49660278,90.65384444,07-10-2022 08:30,9.8
